[2024-09-08 20:08:18,510: INFO: main: welcome to my 1st log]
[2024-09-09 20:45:07,573: INFO: 1161773728: [[-0.08155157 -0.28966593 -1.37661546 -0.12821297  0.        ]]]
[2024-09-09 20:46:28,942: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 20:46:28,945: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 20:46:28,951: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 20:46:28,953: INFO: common: created directory at: artifacts]
[2024-09-09 20:46:28,954: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-09 20:46:30,694: INFO: 1164701813: Data Splitting is completed]
[2024-09-09 20:48:26,779: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 20:48:26,781: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 20:48:26,787: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 20:48:26,788: INFO: common: created directory at: artifacts]
[2024-09-09 20:48:26,790: INFO: common: created directory at: artifacts/training]
[2024-09-09 20:48:26,801: INFO: 90634873: [[-0.08155157 -0.28966593 -1.37661546 -0.12821297  0.        ]]]
[2024-09-09 20:55:17,935: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 20:55:17,938: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 20:55:17,942: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 20:55:17,944: INFO: common: created directory at: artifacts]
[2024-09-09 20:55:17,945: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-09 20:59:41,261: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 20:59:41,263: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 20:59:41,268: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 20:59:41,269: INFO: common: created directory at: artifacts]
[2024-09-09 20:59:41,271: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-09 21:00:41,211: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:00:41,214: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:00:41,220: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:00:41,222: INFO: common: created directory at: artifacts]
[2024-09-09 21:00:41,223: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-09 21:01:06,052: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:01:06,054: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:01:06,059: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:01:06,061: INFO: common: created directory at: artifacts]
[2024-09-09 21:01:06,062: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-09 21:01:07,978: INFO: 3362523097: Data Splitting is completed]
[2024-09-09 21:03:50,002: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:03:50,004: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:03:50,009: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:03:50,011: INFO: common: created directory at: artifacts]
[2024-09-09 21:03:50,012: INFO: common: created directory at: artifacts/training]
[2024-09-09 21:06:24,927: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:06:24,929: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:06:24,934: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:06:24,936: INFO: common: created directory at: artifacts]
[2024-09-09 21:06:24,937: INFO: common: created directory at: artifacts/training]
[2024-09-09 21:07:36,577: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:07:36,580: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:07:36,586: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:07:36,588: INFO: common: created directory at: artifacts]
[2024-09-09 21:07:36,590: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-09 21:07:38,350: INFO: 3362523097: Data Splitting is completed]
[2024-09-09 21:08:09,297: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:08:09,303: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:08:09,312: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:08:09,314: INFO: common: created directory at: artifacts]
[2024-09-09 21:08:09,316: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-09 21:08:11,079: INFO: 1855096224: Data Splitting is completed]
[2024-09-09 21:08:11,080: INFO: 1855096224: (14276, 5)]
[2024-09-09 21:08:11,081: INFO: 1855096224: (13572, 8)]
[2024-09-09 21:09:13,790: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:09:13,792: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:09:13,797: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:09:13,799: INFO: common: created directory at: artifacts]
[2024-09-09 21:09:13,800: INFO: common: created directory at: artifacts/training]
[2024-09-09 21:12:06,353: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:12:06,356: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:12:06,361: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:12:06,363: INFO: common: created directory at: artifacts]
[2024-09-09 21:12:06,364: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-09 21:12:08,177: INFO: 3894393470: Data Splitting is completed]
[2024-09-09 21:12:08,178: INFO: 3894393470: (14276, 5)]
[2024-09-09 21:12:08,179: INFO: 3894393470: (13572, 8)]
[2024-09-09 21:12:34,460: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:12:34,463: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:12:34,467: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:12:34,469: INFO: common: created directory at: artifacts]
[2024-09-09 21:12:34,471: INFO: common: created directory at: artifacts/training]
[2024-09-09 21:20:10,697: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:20:10,700: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:20:10,705: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:20:10,707: INFO: common: created directory at: artifacts]
[2024-09-09 21:20:10,709: INFO: common: created directory at: artifacts/training]
[2024-09-09 21:21:49,880: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:21:49,883: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:21:49,888: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:21:49,889: INFO: common: created directory at: artifacts]
[2024-09-09 21:21:49,891: INFO: common: created directory at: artifacts/training]
[2024-09-09 21:24:18,810: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:24:18,813: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:24:18,818: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:24:18,819: INFO: common: created directory at: artifacts]
[2024-09-09 21:24:18,821: INFO: common: created directory at: artifacts/training]
[2024-09-09 21:25:36,887: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:25:36,889: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:25:36,894: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:25:36,895: INFO: common: created directory at: artifacts]
[2024-09-09 21:25:36,897: INFO: common: created directory at: artifacts/training]
[2024-09-09 21:25:36,900: INFO: 4158142035: 14276]
[2024-09-09 21:25:36,901: INFO: 4158142035: 3305]
[2024-09-09 21:25:36,902: INFO: 4158142035: 14275]
[2024-09-09 21:25:36,903: INFO: 4158142035: 3304]
[2024-09-09 21:25:58,364: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-09-09 21:25:58,369: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:25:58,371: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:25:58,377: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:25:58,380: INFO: common: created directory at: artifacts]
[2024-09-09 21:25:58,381: INFO: common: created directory at: artifacts/data_ingestion]
[2024-09-09 21:25:58,381: INFO: data_ingestion: Ingestion of the data is completed]
[2024-09-09 21:25:58,382: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-09-09 21:25:58,382: INFO: main: >>>>>> stage Data Validation stage started <<<<<<]
[2024-09-09 21:25:58,391: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:25:58,394: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:25:58,398: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:25:58,399: INFO: common: created directory at: artifacts]
[2024-09-09 21:25:58,400: INFO: common: created directory at: artifacts/data_validation]
[2024-09-09 21:25:58,497: INFO: main: >>>>>> stage Data Validation stage completed <<<<<<

x==========x]
[2024-09-09 21:27:55,973: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:27:55,976: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:27:55,980: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:27:55,983: INFO: common: created directory at: artifacts]
[2024-09-09 21:27:55,985: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-09 21:28:19,574: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:28:19,577: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:28:19,582: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:28:19,585: INFO: common: created directory at: artifacts]
[2024-09-09 21:28:19,588: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-09 21:28:21,434: INFO: 3894393470: Data Splitting is completed]
[2024-09-09 21:28:21,435: INFO: 3894393470: (14276, 5)]
[2024-09-09 21:28:21,436: INFO: 3894393470: (13572, 8)]
[2024-09-09 21:32:14,396: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:32:14,399: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:32:14,405: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:32:14,406: INFO: common: created directory at: artifacts]
[2024-09-09 21:32:14,408: INFO: common: created directory at: artifacts/training]
[2024-09-09 21:32:14,430: INFO: 4158142035: 14276]
[2024-09-09 21:32:14,431: INFO: 4158142035: 3305]
[2024-09-09 21:32:14,432: INFO: 4158142035: 14275]
[2024-09-09 21:32:14,433: INFO: 4158142035: 3304]
[2024-09-09 21:32:44,843: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:32:44,846: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:32:44,852: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:32:44,853: INFO: common: created directory at: artifacts]
[2024-09-09 21:32:44,855: INFO: common: created directory at: artifacts/training]
[2024-09-09 21:32:44,858: INFO: 1229803782: 14276]
[2024-09-09 21:32:44,859: INFO: 1229803782: 3305]
[2024-09-09 21:32:44,860: INFO: 1229803782: 14275]
[2024-09-09 21:32:44,862: INFO: 1229803782: 3304]
[2024-09-09 21:35:42,097: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 21:35:42,100: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 21:35:42,105: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 21:35:42,106: INFO: common: created directory at: artifacts]
[2024-09-09 21:35:42,108: INFO: common: created directory at: artifacts/training]
[2024-09-09 21:35:42,111: INFO: 4061968646: 14276]
[2024-09-09 21:35:42,112: INFO: 4061968646: 3305]
[2024-09-09 21:35:42,113: INFO: 4061968646: 14275]
[2024-09-09 21:35:42,114: INFO: 4061968646: 3304]
[2024-09-09 21:35:42,115: INFO: 4061968646: (14276, 4)]
[2024-09-09 21:35:42,116: INFO: 4061968646: (3305, 4)]
[2024-09-09 21:35:42,117: INFO: 4061968646: (14275, 5)]
[2024-09-09 21:35:42,118: INFO: 4061968646: (3304, 5)]
[2024-09-09 23:53:40,356: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-09 23:53:40,361: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-09 23:53:40,370: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-09 23:53:40,371: INFO: common: created directory at: artifacts]
[2024-09-09 23:53:40,372: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-09 23:53:42,203: INFO: 3894393470: Data Splitting is completed]
[2024-09-09 23:53:42,203: INFO: 3894393470: (14276, 5)]
[2024-09-09 23:53:42,205: INFO: 3894393470: (13572, 8)]
[2024-09-10 00:04:40,675: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-10 00:04:40,678: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-10 00:04:40,683: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-10 00:04:40,684: INFO: common: created directory at: artifacts]
[2024-09-10 00:04:40,686: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-10 00:04:40,839: INFO: 2750221510: data LabelEncoder Done]
[2024-09-10 00:04:40,842: INFO: 2750221510: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:04:41,094: INFO: 2750221510: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:04:41,096: INFO: 2750221510: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:04:41,097: INFO: 2750221510: data_encoding  ==> Done]
[2024-09-10 00:04:41,099: INFO: 2750221510: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:04:41,101: INFO: 2750221510: data_encoding  ==> Done]
[2024-09-10 00:04:41,236: INFO: 2750221510: data LabelEncoder Done]
[2024-09-10 00:04:41,237: INFO: 2750221510: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:04:41,477: INFO: 2750221510: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:04:42,566: INFO: 2750221510: Data Splitting is completed]
[2024-09-10 00:04:42,567: INFO: 2750221510: (14276, 5)]
[2024-09-10 00:04:42,568: INFO: 2750221510: (13572, 8)]
[2024-09-10 00:05:36,955: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-10 00:05:36,958: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-10 00:05:36,963: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-10 00:05:36,965: INFO: common: created directory at: artifacts]
[2024-09-10 00:05:36,967: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-10 00:05:37,114: INFO: 1069611230: data LabelEncoder Done]
[2024-09-10 00:05:37,118: INFO: 1069611230: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:05:37,357: INFO: 1069611230: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:05:37,360: INFO: 1069611230: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:05:37,360: INFO: 1069611230: data_encoding  ==> Done]
[2024-09-10 00:05:37,361: INFO: 1069611230: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:05:37,362: INFO: 1069611230: data_encoding  ==> Done]
[2024-09-10 00:05:37,501: INFO: 1069611230: data LabelEncoder Done]
[2024-09-10 00:05:37,506: INFO: 1069611230: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:05:37,754: INFO: 1069611230: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:05:38,869: INFO: 1069611230: Data Splitting is completed]
[2024-09-10 00:05:38,870: INFO: 1069611230: (14276, 5)]
[2024-09-10 00:05:38,872: INFO: 1069611230: (13572, 8)]
[2024-09-10 00:12:32,968: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-10 00:12:32,972: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-10 00:12:32,976: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-10 00:12:32,979: INFO: common: created directory at: artifacts]
[2024-09-10 00:12:32,981: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-10 00:12:33,130: INFO: 3053448349: data LabelEncoder Done]
[2024-09-10 00:12:33,134: INFO: 3053448349: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:12:33,369: INFO: 3053448349: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:12:33,372: INFO: 3053448349: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:12:33,373: INFO: 3053448349: data_encoding  ==> Done]
[2024-09-10 00:12:33,375: INFO: 3053448349: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:12:33,377: INFO: 3053448349: data_encoding  ==> Done]
[2024-09-10 00:12:33,377: INFO: 3053448349: got preprocessor object  ==> Done]
[2024-09-10 00:12:33,513: INFO: 3053448349: data LabelEncoder Done]
[2024-09-10 00:12:33,516: INFO: 3053448349: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:12:33,744: INFO: 3053448349: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:12:33,746: INFO: 3053448349: got train_set,test_set from data_dropping()   ==> Done]
[2024-09-10 00:12:47,847: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-10 00:12:47,850: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-10 00:12:47,854: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-10 00:12:47,856: INFO: common: created directory at: artifacts]
[2024-09-10 00:12:47,857: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-10 00:12:47,994: INFO: 3668431097: data LabelEncoder Done]
[2024-09-10 00:12:47,999: INFO: 3668431097: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:12:48,230: INFO: 3668431097: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:12:48,233: INFO: 3668431097: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:12:48,234: INFO: 3668431097: data_encoding  ==> Done]
[2024-09-10 00:12:48,236: INFO: 3668431097: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:12:48,236: INFO: 3668431097: data_encoding  ==> Done]
[2024-09-10 00:12:48,237: INFO: 3668431097: got preprocessor object  ==> Done]
[2024-09-10 00:12:48,371: INFO: 3668431097: data LabelEncoder Done]
[2024-09-10 00:12:48,375: INFO: 3668431097: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:12:48,603: INFO: 3668431097: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:12:48,605: INFO: 3668431097: got train_set,test_set from data_dropping()   ==> Done]
[2024-09-10 00:13:11,095: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-10 00:13:11,097: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-10 00:13:11,102: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-10 00:13:11,103: INFO: common: created directory at: artifacts]
[2024-09-10 00:13:11,105: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-10 00:13:11,244: INFO: 2073694295: data LabelEncoder Done]
[2024-09-10 00:13:11,247: INFO: 2073694295: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:13:11,481: INFO: 2073694295: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:13:11,483: INFO: 2073694295: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:13:11,484: INFO: 2073694295: data_encoding  ==> Done]
[2024-09-10 00:13:11,485: INFO: 2073694295: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:13:11,486: INFO: 2073694295: data_encoding  ==> Done]
[2024-09-10 00:13:11,487: INFO: 2073694295: got preprocessor object  ==> Done]
[2024-09-10 00:13:11,626: INFO: 2073694295: data LabelEncoder Done]
[2024-09-10 00:13:11,629: INFO: 2073694295: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:13:11,861: INFO: 2073694295: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:13:11,862: INFO: 2073694295: got train_set,test_set from data_dropping()   ==> Done]
[2024-09-10 00:13:11,866: INFO: 2073694295: (54284, 7)]
[2024-09-10 00:13:11,867: INFO: 2073694295: (54284, 1)]
[2024-09-10 00:13:11,868: INFO: 2073694295: (13572, 7)]
[2024-09-10 00:13:11,869: INFO: 2073694295: (13572, 1)]
[2024-09-10 00:14:44,669: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-10 00:14:44,672: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-10 00:14:44,676: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-10 00:14:44,678: INFO: common: created directory at: artifacts]
[2024-09-10 00:14:44,681: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-10 00:14:44,823: INFO: 4050658765: data LabelEncoder Done]
[2024-09-10 00:14:44,826: INFO: 4050658765: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:14:45,063: INFO: 4050658765: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:14:45,066: INFO: 4050658765: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:14:45,067: INFO: 4050658765: data_encoding  ==> Done]
[2024-09-10 00:14:45,068: INFO: 4050658765: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:14:45,069: INFO: 4050658765: data_encoding  ==> Done]
[2024-09-10 00:14:45,070: INFO: 4050658765: got preprocessor object  ==> Done]
[2024-09-10 00:14:45,206: INFO: 4050658765: data LabelEncoder Done]
[2024-09-10 00:14:45,209: INFO: 4050658765: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:14:45,444: INFO: 4050658765: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:14:45,445: INFO: 4050658765: got train_set,test_set from data_dropping()   ==> Done]
[2024-09-10 00:14:45,451: INFO: 4050658765: (54284, 7)]
[2024-09-10 00:14:45,452: INFO: 4050658765: (54284, 1)]
[2024-09-10 00:14:45,452: INFO: 4050658765: (13572, 7)]
[2024-09-10 00:14:45,453: INFO: 4050658765: (13572, 1)]
[2024-09-10 00:14:45,516: INFO: 4050658765: (54284, 4)]
[2024-09-10 00:14:45,517: INFO: 4050658765: (13572, 4)]
[2024-09-10 00:15:02,618: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-10 00:15:02,622: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-10 00:15:02,627: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-10 00:15:02,627: INFO: common: created directory at: artifacts]
[2024-09-10 00:15:02,631: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-10 00:15:02,765: INFO: 27934401: data LabelEncoder Done]
[2024-09-10 00:15:02,768: INFO: 27934401: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:15:02,992: INFO: 27934401: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:15:02,995: INFO: 27934401: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:15:02,995: INFO: 27934401: data_encoding  ==> Done]
[2024-09-10 00:15:02,997: INFO: 27934401: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:15:02,998: INFO: 27934401: data_encoding  ==> Done]
[2024-09-10 00:15:02,998: INFO: 27934401: got preprocessor object  ==> Done]
[2024-09-10 00:15:03,123: INFO: 27934401: data LabelEncoder Done]
[2024-09-10 00:15:03,128: INFO: 27934401: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:15:03,362: INFO: 27934401: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:15:03,363: INFO: 27934401: got train_set,test_set from data_dropping()   ==> Done]
[2024-09-10 00:15:03,367: INFO: 27934401: (54284, 7)]
[2024-09-10 00:15:03,368: INFO: 27934401: (54284, 1)]
[2024-09-10 00:15:03,368: INFO: 27934401: (13572, 7)]
[2024-09-10 00:15:03,369: INFO: 27934401: (13572, 1)]
[2024-09-10 00:15:03,436: INFO: 27934401: (54284, 4)]
[2024-09-10 00:15:03,436: INFO: 27934401: (13572, 4)]
[2024-09-10 00:16:17,732: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-10 00:16:17,736: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-10 00:16:17,745: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-10 00:16:17,747: INFO: common: created directory at: artifacts]
[2024-09-10 00:16:17,749: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-10 00:16:18,030: INFO: 3524991014: data LabelEncoder Done]
[2024-09-10 00:16:18,033: INFO: 3524991014: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:16:18,301: INFO: 3524991014: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:16:18,303: INFO: 3524991014: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:16:18,304: INFO: 3524991014: data_encoding  ==> Done]
[2024-09-10 00:16:18,305: INFO: 3524991014: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:16:18,307: INFO: 3524991014: data_encoding  ==> Done]
[2024-09-10 00:16:18,309: INFO: 3524991014: got preprocessor object  ==> Done]
[2024-09-10 00:16:18,443: INFO: 3524991014: data LabelEncoder Done]
[2024-09-10 00:16:18,446: INFO: 3524991014: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:16:18,694: INFO: 3524991014: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:16:18,695: INFO: 3524991014: got train_set,test_set from data_dropping()   ==> Done]
[2024-09-10 00:16:18,700: INFO: 3524991014: (54284, 7)]
[2024-09-10 00:16:18,700: INFO: 3524991014: (54284, 1)]
[2024-09-10 00:16:18,701: INFO: 3524991014: (13572, 7)]
[2024-09-10 00:16:18,702: INFO: 3524991014: (13572, 1)]
[2024-09-10 00:16:19,783: INFO: 3524991014: (54284, 4)]
[2024-09-10 00:16:19,784: INFO: 3524991014: (13572, 4)]
[2024-09-10 00:16:19,785: INFO: 3524991014: (14276, 4)]
[2024-09-10 00:16:19,786: INFO: 3524991014: (14276, 1)]
[2024-09-10 00:17:04,543: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-09-10 00:17:04,546: INFO: common: yaml file: params.yaml loaded successfully]
[2024-09-10 00:17:04,553: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-09-10 00:17:04,556: INFO: common: created directory at: artifacts]
[2024-09-10 00:17:04,558: INFO: common: created directory at: artifacts/data_transformation]
[2024-09-10 00:17:04,697: INFO: 2357955174: data LabelEncoder Done]
[2024-09-10 00:17:04,701: INFO: 2357955174: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:17:04,928: INFO: 2357955174: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:17:04,929: INFO: 2357955174: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:17:04,930: INFO: 2357955174: data_encoding  ==> Done]
[2024-09-10 00:17:04,931: INFO: 2357955174: Created preprocessor object using  ColumnTransformer ==> Done]
[2024-09-10 00:17:04,931: INFO: 2357955174: data_encoding  ==> Done]
[2024-09-10 00:17:04,932: INFO: 2357955174: got preprocessor object  ==> Done]
[2024-09-10 00:17:05,055: INFO: 2357955174: data LabelEncoder Done]
[2024-09-10 00:17:05,059: INFO: 2357955174: Moving the Target Feature to be the last column in the data set ==> Done]
[2024-09-10 00:17:05,287: INFO: 2357955174: Splitting data into train and test subsets ==> Done]
[2024-09-10 00:17:05,288: INFO: 2357955174: got train_set,test_set from data_dropping()   ==> Done]
[2024-09-10 00:17:05,292: INFO: 2357955174: (54284, 7)]
[2024-09-10 00:17:05,293: INFO: 2357955174: (54284, 1)]
[2024-09-10 00:17:05,294: INFO: 2357955174: (13572, 7)]
[2024-09-10 00:17:05,295: INFO: 2357955174: (13572, 1)]
