veh_value,exposure,claimcst0,veh_body,veh_age,area,agecat,gender
1.55,0.6269678302,0.0,9,2,1,3,0
1.44,0.514715948,0.0,3,2,1,5,0
2.12,0.6078028747,567.14999962,9,1,3,3,0
2.51,0.5475701574,0.0,4,1,0,2,0
1.99,0.5804243669,0.0,10,4,1,3,0
0.66,0.8706365503,0.0,3,4,0,4,0
0.35,0.3559206023,0.0,3,4,1,1,1
1.85,0.038329911,0.0,9,4,3,4,0
3.28,0.4791238877,0.0,12,2,1,3,1
1.75,0.9609856263,0.0,10,4,0,5,0
1.38,0.4161533196,0.0,12,2,2,3,1
1.51,0.052019165,0.0,10,4,1,3,1
1.6835,0.681724846,0.0,3,1,1,1,0
4.98,0.2628336756,390.0,10,2,3,2,0
1.76,0.1095140315,0.0,9,1,2,6,0
1.05,0.2026009582,0.0,3,2,3,3,0
0.84,0.5201916496,0.0,3,3,2,2,0
1.98,0.0191649555,0.0,9,1,3,5,0
2.7,0.8131416838,0.0,12,3,4,4,1
3.04,0.7337440109,0.0,10,2,5,2,0
1.22,0.1615331964,0.0,10,4,2,4,0
2.39,0.8678986995,0.0,10,3,2,3,1
3.96,0.0492813142,0.0,10,2,5,2,1
1.66,0.5612594114,0.0,9,2,2,5,0
1.399,0.4544832307,0.0,3,1,2,3,1
4.47,0.3969883641,2110.4699974,10,2,3,5,1
1.62,0.8569472964,380.62999964,9,2,4,2,0
1.36,0.848733744,484.66999912,3,2,0,3,0
1.82,0.720054757,0.0,3,2,3,6,0
1.41,0.9856262834,0.0,9,2,2,4,0
1.88,0.9746748802,0.0,9,2,2,4,0
2.9,0.8761122519,450.0,9,1,4,2,1
1.76,0.1998631075,0.0,3,1,1,5,0
2.51,0.7501711157,0.0,10,3,0,3,1
3.74,0.3696098563,0.0,10,2,5,1,0
1.87,0.1341546886,0.0,3,2,5,2,0
1.36,0.2518822724,1895.0099983,9,2,1,3,0
2.92,0.1451060917,0.0,9,3,2,5,1
1.62,0.1779603012,0.0,3,2,1,4,0
1.17,0.9993155373,0.0,10,3,0,3,0
1.75,0.2272416153,0.0,3,2,4,4,0
0.44,0.3887748118,0.0,3,4,3,3,0
1.03,0.5503080082,1395.9199982,3,2,0,4,0
3.73,0.6269678302,1817.8699989,10,2,1,3,1
1.48,0.5667351129,0.0,10,4,4,4,0
2.51,0.9418206708,200.0,10,1,2,2,0
3.5,0.5831622177,0.0,12,2,5,3,1
1.3,0.8377823409,0.0,3,1,2,1,0
1.84,0.2272416153,0.0,10,3,1,4,0
2.0,0.3312799452,0.0,9,2,3,4,0
0.85,0.7364818617,0.0,9,4,2,1,1
2.31,0.4024640657,0.0,12,3,0,4,0
1.75,0.1724845996,0.0,12,2,3,2,1
0.68,0.6132785763,0.0,3,4,1,5,1
1.07,0.9445585216,0.0,9,3,4,5,0
0.88,0.7392197125,345.0,10,4,2,4,1
1.3,0.5694729637,0.0,3,2,2,2,1
0.66,0.5585215606,0.0,11,4,2,5,1
1.23,0.9418206708,0.0,3,2,2,4,1
0.76,0.2135523614,0.0,9,4,2,2,1
3.43,0.1067761807,0.0,12,1,0,3,1
2.65,0.9993155373,0.0,9,1,2,6,1
0.59,0.5831622177,0.0,2,4,0,4,1
2.65,0.205338809,0.0,9,2,2,2,0
4.43,0.720054757,0.0,10,1,1,3,1
0.39,0.8268309377,848.44999981,9,4,0,4,1
4.44,0.2162902122,0.0,10,1,2,2,1
1.29,0.5557837098,0.0,3,3,0,1,1
0.71,0.2436687201,0.0,9,4,0,6,1
1.4,0.4435318275,0.0,3,1,2,2,0
1.76,0.1396303901,0.0,3,2,3,2,0
1.28,0.6078028747,0.0,3,2,3,4,0
2.41,0.1204654346,0.0,10,3,2,3,0
0.68,0.4845995893,0.0,3,4,2,1,0
1.12,0.2217659138,0.0,3,2,1,2,0
3.34,0.3504449008,0.0,12,1,3,2,0
0.41,0.6187542779,754.61999893,9,4,4,6,0
1.89,0.3175906913,0.0,3,1,4,6,0
1.82,0.8186173853,0.0,10,4,1,1,1
0.57,0.0410677618,0.0,2,4,0,3,1
1.41,0.3559206023,0.0,9,2,0,5,1
0.89,0.4134154689,0.0,9,4,2,6,0
1.71,0.1122518823,0.0,5,4,0,6,0
0.97,0.4380561259,0.0,9,3,2,6,0
2.03,0.3422313484,0.0,9,1,5,3,0
1.04,0.2765229295,0.0,10,3,2,3,1
1.27,0.0164271047,0.0,9,3,2,3,0
1.86,0.0848733744,0.0,9,1,2,3,0
1.09,0.424366872,0.0,9,4,3,3,0
2.84,0.2299794661,0.0,10,3,0,5,0
2.4,0.977412731,0.0,10,4,3,2,1
2.58,0.0027378508,0.0,10,3,3,4,1
0.86,0.9089664613,0.0,9,3,3,1,0
1.3,0.2026009582,0.0,9,3,2,1,0
0.46,0.5338809035,0.0,11,4,5,3,0
1.67,0.2245037645,0.0,4,4,5,3,1
0.78,0.1916495551,0.0,3,3,0,4,0
1.26,0.5256673511,0.0,3,3,5,6,1
1.39,0.0273785079,0.0,9,2,0,6,0
5.92,0.2518822724,0.0,9,1,1,4,1
0.89,0.4106776181,0.0,12,4,2,1,1
0.67,0.1724845996,0.0,3,3,0,5,0
2.19,0.1533196441,0.0,6,4,2,4,1
0.82,0.2245037645,0.0,3,3,0,3,0
0.72,0.4845995893,0.0,3,3,2,1,0
1.71,0.0082135524,0.0,11,1,2,3,1
1.31,0.3422313484,0.0,9,3,3,3,0
3.03,0.0219028063,0.0,11,3,5,2,1
0.37,0.5284052019,0.0,12,4,1,1,0
1.51,0.848733744,0.0,3,3,2,2,0
1.71,0.4024640657,0.0,12,4,2,2,1
1.28,0.2765229295,0.0,3,1,2,2,0
1.97,0.7337440109,0.0,9,1,0,6,1
1.59,0.9336071184,0.0,6,4,2,5,1
1.15,0.553045859,0.0,9,3,2,4,0
0.37,0.7063655031,0.0,3,4,2,5,1
0.79,0.1642710472,0.0,9,3,2,5,0
2.13,0.0711841205,0.0,10,2,3,4,0
1.45,0.1149897331,0.0,10,4,3,5,0
1.54,0.4216290212,0.0,9,1,1,4,0
0.44,0.0930869268,0.0,9,4,3,5,1
1.51,0.93908282,0.0,6,4,1,4,1
4.71,0.3093771389,1005.0099983,11,1,2,1,1
0.88,0.8815879535,0.0,3,3,2,1,0
0.78,0.1451060917,0.0,12,4,4,5,1
0.39,0.2600958248,0.0,3,4,2,5,1
1.18,0.1560574949,0.0,3,1,2,4,1
0.79,0.3887748118,1180.2099991,11,4,2,2,1
0.72,0.0848733744,0.0,9,4,1,5,0
2.43,0.4572210814,0.0,10,3,3,5,1
4.66,0.5065023956,0.0,10,1,1,5,0
0.91,0.4900752909,1266.7099991,3,3,1,3,0
2.43,0.2436687201,0.0,9,2,2,4,1
1.47,0.4161533196,0.0,9,3,0,4,1
0.41,0.5859000684,1871.5345378,9,4,2,4,0
1.73,0.2272416153,0.0,9,2,0,2,0
0.93,0.7693360712,0.0,12,4,2,3,1
0.26,0.3641341547,0.0,7,4,2,4,0
1.47,0.8432580424,0.0,9,3,0,4,1
1.05,0.9089664613,0.0,3,2,0,5,0
1.64,0.2874743326,0.0,9,1,3,5,0
3.06,0.5941136208,0.0,10,2,2,4,1
1.45,0.4928131417,0.0,3,2,1,4,0
1.32,0.6680355921,400.0,10,4,3,2,1
1.84,0.2162902122,0.0,9,1,0,6,1
1.14,0.6023271732,0.0,9,3,1,6,0
1.9,0.2902121834,0.0,10,3,0,6,1
1.56,0.514715948,0.0,10,4,3,2,1
0.54,0.1204654346,0.0,3,4,1,3,0
2.42,0.1806981519,0.0,10,3,2,2,0
1.04,0.7255304586,0.0,3,2,2,3,0
0.84,0.8295687885,0.0,9,3,5,2,0
1.22,0.3997262149,0.0,10,4,5,3,0
1.12,0.2491444216,2803.9736328,3,2,1,5,1
0.9,0.0136892539,0.0,3,3,3,2,0
0.4,0.8678986995,0.0,9,4,2,4,0
3.98,0.7556468172,0.0,10,2,2,2,0
3.64,0.0465434634,367.72999954,10,3,0,2,0
1.52,0.7885010267,3619.9799957,9,3,1,3,1
0.93,0.4900752909,0.0,3,3,3,6,0
3.65,0.0438056126,0.0,10,3,2,4,1
2.11,0.5804243669,0.0,10,1,1,6,1
0.5,0.386036961,0.0,9,4,4,1,1
0.77,0.7118412047,0.0,9,4,1,5,0
1.57,0.9883641342,0.0,3,2,1,3,0
1.59,0.6543463381,0.0,9,3,2,2,0
1.78,0.6269678302,0.0,9,2,2,1,0
2.08,0.3230663929,200.0,10,1,4,2,1
1.95,0.0602327173,0.0,9,2,0,1,0
0.46,0.386036961,0.0,3,4,5,4,1
1.76,0.3942505133,0.0,3,2,1,4,0
0.45,0.4517453799,0.0,9,4,1,2,1
1.22,0.3367556468,0.0,3,3,0,3,0
6.71,0.3148528405,0.0,10,2,1,3,0
1.42,0.0657084189,0.0,12,3,0,6,1
1.399,0.7008898015,0.0,3,1,2,5,0
2.98,0.5859000684,583.61999989,6,3,0,2,1
3.5,0.4736481862,0.0,5,3,3,4,1
1.71,0.1149897331,0.0,3,1,3,4,1
1.09,0.0328542094,0.0,10,3,0,3,0
1.6,0.2162902122,0.0,9,2,1,5,1
2.49,0.0848733744,0.0,9,1,0,5,0
2.5,0.295687885,0.0,9,1,4,5,1
1.75,0.257357974,0.0,11,3,3,4,0
1.67,0.5859000684,0.0,9,3,0,3,1
1.11,0.9993155373,0.0,7,4,0,2,1
1.11,0.1368925394,0.0,3,2,1,4,0
0.71,0.5941136208,0.0,9,4,1,4,0
1.3,0.1971252567,0.0,9,3,3,6,0
1.76,0.4161533196,0.0,3,2,0,4,0
1.61,0.7556468172,0.0,3,2,1,6,1
1.3,0.9856262834,0.0,4,4,1,3,0
0.79,0.7830253251,0.0,9,3,0,6,0
1.65,0.5859000684,0.0,12,3,4,6,0
0.71,0.4134154689,0.0,10,4,0,2,0
1.38,0.2655715263,0.0,10,4,3,4,0
1.91,0.476386037,0.0,9,2,0,6,1
2.53,0.0219028063,0.0,9,1,0,5,1
0.88,0.1724845996,0.0,3,3,2,4,1
1.35,0.5393566051,0.0,3,3,4,2,1
1.12,0.205338809,0.0,9,3,1,5,0
0.54,0.6899383984,0.0,12,4,2,1,1
0.58,0.334017796,0.0,9,4,2,3,1
0.95,0.2737850787,6338.1799927,3,4,0,4,1
1.06,0.8952772074,0.0,10,3,3,3,1
1.88,0.8925393566,0.0,10,3,2,4,1
1.66,0.5612594114,0.0,3,2,2,3,1
4.28,0.334017796,0.0,3,1,3,3,0
1.97,0.5886379192,575.94999981,9,3,0,6,0
2.14,0.8186173853,0.0,10,2,0,3,1
2.18,0.7611225188,0.0,9,2,4,3,0
1.49,0.5831622177,0.0,3,1,0,4,1
0.5,0.9582477755,0.0,3,4,0,3,0
2.86,0.3613963039,0.0,9,2,2,3,1
0.47,0.9500342231,0.0,3,4,1,4,1
0.37,0.4900752909,0.0,3,4,0,6,0
2.05,0.6735112936,0.0,11,3,4,1,1
0.44,0.605065024,0.0,9,4,2,5,0
1.14,0.0739219713,0.0,3,3,0,6,1
1.29,0.8350444901,0.0,9,3,2,6,1
4.38,0.4982888433,0.0,10,3,1,3,1
0.35,0.1697467488,0.0,9,4,2,4,0
1.37,0.9801505818,0.0,10,4,2,4,0
0.92,0.4435318275,0.0,4,4,0,2,1
0.8,0.1013004791,0.0,11,4,4,5,1
0.93,0.0711841205,0.0,9,3,1,2,1
5.236,0.7419575633,0.0,10,1,0,4,1
2.62,0.4928131417,0.0,9,1,0,2,1
1.27,0.9500342231,0.0,3,2,2,1,0
2.78,0.5393566051,0.0,12,2,1,1,0
0.77,0.4818617385,0.0,3,4,3,2,0
0.68,0.0492813142,0.0,3,4,2,3,1
2.47,0.4188911704,0.0,10,3,4,5,0
3.15,0.8514715948,0.0,10,2,0,4,0
2.12,0.0985626283,0.0,10,3,5,3,0
1.46,0.5092402464,0.0,12,3,2,3,1
1.47,0.0438056126,0.0,9,3,1,2,1
2.33,0.6707734428,0.0,12,3,0,5,1
0.71,0.6488706365,0.0,9,4,2,5,0
1.6143,0.6023271732,0.0,3,1,1,3,0
1.76,0.4161533196,0.0,9,2,4,4,0
1.25,0.501026694,0.0,10,4,3,3,0
0.7,0.1013004791,1952.7245369,9,4,1,5,0
2.75,0.4161533196,0.0,10,1,1,4,0
4.06,0.3367556468,0.0,10,2,3,4,1
3.1,0.0739219713,0.0,10,3,0,4,1
1.29,0.6789869952,0.0,9,3,1,1,0
1.43,0.9062286105,0.0,9,3,1,2,1
1.1,0.5557837098,0.0,11,4,3,3,1
1.1,0.8405201916,2295.4399948,9,3,2,4,0
1.54,0.1259411362,0.0,3,1,2,2,0
1.95,0.9500342231,0.0,10,4,0,3,0
2.64,0.9117043121,0.0,12,3,4,1,1
1.57,0.8651608487,0.0,3,2,0,3,1
4.78,0.7364818617,0.0,10,1,0,3,0
0.48,0.7419575633,339.37999964,3,4,3,3,0
3.52,0.4188911704,0.0,2,2,0,5,0
0.53,0.5284052019,0.0,2,4,1,3,1
1.31,0.643394935,0.0,12,3,1,4,0
2.66,0.6762491444,0.0,9,1,1,4,0
1.77,0.3531827515,0.0,9,2,3,1,0
0.41,0.900752909,0.0,10,4,1,4,0
0.88,0.7556468172,0.0,9,4,0,5,1
0.88,0.7063655031,0.0,9,4,2,4,0
4.31,0.0191649555,0.0,10,1,0,4,0
2.19,0.4188911704,0.0,10,3,3,2,0
1.65,0.6926762491,2475.7699966,9,2,0,5,0
1.57,0.9363449692,0.0,3,2,0,4,0
0.73,0.4188911704,0.0,9,4,1,4,0
3.54,0.1943874059,0.0,10,2,2,3,0
0.97,0.4599589322,0.0,9,4,2,2,0
1.47,0.3696098563,0.0,9,3,4,3,0
2.4,0.3203285421,0.0,11,3,2,3,0
3.06,0.1095140315,0.0,11,2,2,2,1
0.96,0.076659822,0.0,9,3,0,6,1
1.49,0.6543463381,0.0,3,1,0,2,1
0.52,0.038329911,0.0,9,4,0,1,1
1.23,0.3997262149,0.0,4,4,0,2,1
2.199,0.4052019165,0.0,9,1,4,5,0
1.73,0.4216290212,0.0,7,3,2,6,0
0.93,0.4845995893,0.0,9,4,1,4,0
0.72,0.5338809035,0.0,3,3,2,5,0
1.28,0.514715948,0.0,10,3,1,3,0
2.18,0.4271047228,0.0,9,1,4,5,1
1.45,0.6269678302,1354.4899979,9,3,1,5,1
1.95,0.6488706365,0.0,2,4,0,5,1
1.1,0.3805612594,0.0,9,3,2,4,0
6.28,0.5612594114,0.0,9,1,1,1,1
3.9,0.925393566,0.0,10,2,4,3,1
1.76,0.4982888433,0.0,9,3,1,4,0
1.73,0.629705681,0.0,9,2,0,4,0
1.2,0.4134154689,0.0,12,4,3,2,0
0.97,0.2655715263,0.0,9,3,0,6,1
5.3,0.4380561259,0.0,10,2,0,3,1
1.64,0.8405201916,0.0,11,3,0,2,1
0.83,0.9746748802,0.0,9,4,1,4,0
4.349,0.6351813826,0.0,12,1,2,2,1
1.4,0.1752224504,0.0,7,3,2,1,1
2.299,0.9828884326,200.0,9,1,2,6,0
1.63,0.5448323066,0.0,3,1,3,5,0
1.06,0.7282683094,0.0,9,3,4,4,0
2.68,0.4736481862,0.0,9,1,0,1,1
1.24,0.7145790554,0.0,3,2,2,4,0
3.32,0.2354551677,0.0,10,2,2,3,1
1.74,0.8186173853,0.0,4,3,4,2,0
0.27,0.5749486653,0.0,3,4,2,4,1
0.55,0.0629705681,0.0,12,4,2,4,0
1.0,0.462696783,0.0,3,3,1,1,0
0.93,0.9363449692,0.0,3,3,5,2,0
4.9,0.3394934976,0.0,2,1,2,4,1
1.17,0.6598220397,0.0,3,2,0,1,0
1.08,0.5366187543,0.0,9,3,1,4,0
2.77,0.8213552361,0.0,3,1,2,3,1
5.553,0.6954140999,0.0,10,1,2,4,1
1.32,0.0492813142,0.0,9,3,1,3,0
1.01,0.5092402464,0.0,3,3,0,2,1
2.53,0.4298425736,0.0,9,1,0,1,1
4.74,0.8213552361,0.0,11,1,0,1,1
1.5,0.0410677618,0.0,9,3,1,2,0
4.31,0.1177275838,0.0,10,2,4,3,0
0.92,0.3696098563,0.0,12,4,3,4,1
1.07,0.7775496235,0.0,9,3,0,5,0
4.0,0.5585215606,0.0,10,3,4,3,0
0.8,0.0164271047,0.0,3,3,0,3,0
1.12,0.3613963039,0.0,9,3,0,6,0
1.48,0.1560574949,0.0,9,3,3,2,0
1.28,0.4325804244,0.0,3,2,1,5,0
2.184,0.3778234086,0.0,9,1,2,4,0
1.08,0.8542094456,0.0,9,4,4,2,0
0.86,0.7967145791,0.0,3,4,0,1,0
1.18,0.2272416153,0.0,9,3,2,4,1
1.5,0.1779603012,0.0,3,2,0,1,0
1.84,0.5859000684,0.0,10,4,1,5,0
1.7,0.1451060917,0.0,10,3,2,5,1
1.43,0.2299794661,0.0,3,2,0,6,0
3.94,0.3586584531,0.0,10,2,1,4,0
0.99,0.6570841889,850.15999985,2,4,3,5,0
2.92,0.34770705,0.0,10,3,1,3,1
1.99,0.4106776181,0.0,6,3,2,5,1
1.28,0.5311430527,0.0,3,2,4,2,0
0.88,0.8952772074,0.0,3,3,0,4,0
1.24,0.9500342231,0.0,12,4,0,5,1
3.3,0.6652977413,0.0,11,2,5,2,1
1.18,0.0082135524,0.0,2,3,0,3,0
1.13,0.3203285421,0.0,9,3,2,4,1
1.37,0.3997262149,0.0,3,1,4,1,0
1.26,0.9226557153,0.0,10,3,2,3,0
7.279,0.4599589322,0.0,8,1,0,4,1
1.69,0.3422313484,0.0,3,1,3,5,0
1.73,0.9336071184,0.0,12,2,2,5,1
1.13,0.3258042437,0.0,9,3,0,6,1
1.42,0.6762491444,0.0,9,3,0,3,1
0.44,0.848733744,0.0,9,4,2,1,0
0.46,0.7802874743,0.0,3,4,0,4,0
0.28,0.9472963723,0.0,3,4,2,4,0
0.99,0.8049281314,0.0,9,3,2,3,1
0.82,0.5722108145,0.0,3,4,0,3,1
1.11,0.0930869268,0.0,12,3,5,5,1
0.92,0.2299794661,0.0,3,3,0,4,0
1.16,0.2874743326,0.0,10,3,0,4,1
0.62,0.0930869268,0.0,9,4,2,2,1
0.77,0.8542094456,0.0,10,4,0,3,1
0.76,0.3696098563,0.0,9,4,1,3,0
1.66,0.5475701574,0.0,3,2,2,2,1
1.45,0.4188911704,0.0,3,2,3,4,0
2.85,0.0574948665,0.0,10,1,4,5,1
1.55,0.34770705,0.0,3,2,2,1,1
5.236,0.9993155373,0.0,10,1,0,3,0
0.56,0.1779603012,0.0,9,4,3,6,1
0.99,0.4216290212,0.0,9,3,0,4,1
1.71,0.4079397673,200.0,9,2,2,2,0
1.14,0.3750855578,0.0,10,3,4,4,0
7.8,0.076659822,0.0,1,2,0,4,1
1.89,0.0492813142,0.0,10,4,3,6,1
0.74,0.6954140999,0.0,12,4,0,4,1
1.13,0.9719370294,0.0,9,3,1,6,1
0.0,0.9993155373,0.0,10,4,1,3,1
1.67,0.2655715263,0.0,10,4,2,1,1
1.72,0.0821355236,0.0,6,4,3,4,0
1.85,0.2765229295,0.0,3,2,2,6,0
1.72,0.643394935,0.0,3,2,4,6,0
1.18,0.8377823409,438.5,11,4,1,5,1
1.28,0.4818617385,0.0,3,2,2,2,0
0.54,0.3093771389,200.0,3,4,4,6,0
0.8,0.7939767283,0.0,12,4,1,5,1
1.62,0.8815879535,0.0,9,2,1,6,0
3.93,0.0465434634,0.0,10,3,3,4,1
0.78,0.4079397673,0.0,9,4,2,3,1
2.38,0.5229295003,0.0,9,1,0,4,1
1.06,0.629705681,0.0,9,3,0,3,1
0.99,0.4982888433,0.0,12,4,2,4,1
1.44,0.5804243669,0.0,7,3,1,5,1
2.14,0.5941136208,0.0,9,2,0,6,1
4.89,0.4271047228,0.0,10,1,4,5,1
0.44,0.8213552361,0.0,12,4,1,4,0
3.32,0.3148528405,0.0,10,2,4,4,0
0.93,0.8295687885,0.0,3,3,2,2,0
2.54,0.9226557153,0.0,11,3,3,5,1
1.12,0.1341546886,0.0,10,4,4,3,1
0.53,0.34770705,0.0,3,4,3,5,0
0.82,0.6899383984,0.0,2,4,2,3,0
1.22,0.1861738535,0.0,10,3,0,6,0
1.6,0.7529089665,409.0,4,3,5,2,0
0.96,0.1177275838,0.0,3,4,2,3,1
5.72,0.6351813826,0.0,10,1,2,2,1
2.22,0.8569472964,0.0,10,2,2,2,0
0.43,0.2135523614,0.0,3,4,2,6,1
0.4,0.0739219713,0.0,9,4,0,5,0
1.99,0.5667351129,0.0,9,2,2,3,0
2.86,0.8514715948,0.0,6,3,0,5,0
1.85,0.93908282,0.0,3,2,0,2,0
7.0,0.7748117728,0.0,5,2,5,4,1
1.48,0.0136892539,0.0,9,2,0,4,0
1.649,0.205338809,0.0,3,1,1,4,1
0.61,0.9582477755,0.0,3,4,0,2,0
0.54,0.0793976728,0.0,9,4,1,2,0
0.47,0.3203285421,0.0,3,4,2,3,0
1.8,0.3613963039,0.0,9,2,3,5,0
1.75,0.9828884326,0.0,9,2,2,3,1
4.4,0.681724846,0.0,9,3,4,3,0
2.76,0.8761122519,0.0,10,1,0,5,1
2.33,0.6406570842,0.0,10,3,3,3,0
2.03,0.5749486653,0.0,10,3,0,3,1
1.14,0.4407939767,3269.5299988,4,4,1,3,0
1.21,0.1368925394,0.0,9,4,5,5,0
0.93,0.8131416838,0.0,3,3,0,5,0
1.18,0.2491444216,0.0,10,4,2,2,0
2.36,0.4216290212,353.76999998,10,3,3,4,1
2.83,0.3093771389,0.0,10,3,3,2,0
0.95,0.5804243669,0.0,9,4,0,3,1
2.55,0.7446954141,0.0,7,1,0,1,1
3.14,0.3832991102,0.0,11,2,3,3,0
5.236,0.9993155373,0.0,10,1,0,4,0
5.51,0.4435318275,2427.1699982,10,1,5,2,1
1.5,0.372347707,0.0,3,1,0,6,1
2.249,0.9719370294,0.0,9,1,3,4,1
1.84,0.1861738535,0.0,9,2,1,2,0
0.44,0.5174537988,0.0,10,4,1,4,1
1.86,0.3394934976,0.0,9,3,0,5,1
2.08,0.3696098563,0.0,9,3,0,4,0
1.47,0.1834360027,0.0,9,2,1,4,0
0.91,0.4298425736,0.0,3,3,1,5,0
1.39,0.5639972621,0.0,9,3,2,4,0
2.29,0.1368925394,0.0,9,1,4,4,0
0.39,0.7063655031,0.0,9,4,4,5,0
0.87,0.1013004791,0.0,3,3,1,4,1
1.96,0.3942505133,0.0,4,4,5,3,0
1.27,0.5284052019,0.0,3,2,2,6,0
0.41,0.3778234086,0.0,10,4,1,5,0
1.54,0.476386037,0.0,9,3,2,5,1
1.58,0.5284052019,0.0,3,2,2,2,0
3.05,0.2655715263,0.0,11,2,0,2,1
1.76,0.3121149897,0.0,3,1,2,6,1
0.97,0.3285420945,0.0,3,3,1,2,0
3.21,0.1095140315,0.0,10,1,2,2,0
1.76,0.4709103354,0.0,9,2,0,6,1
1.12,0.257357974,0.0,9,3,0,3,0
1.13,0.2436687201,0.0,9,3,0,3,1
0.76,0.7611225188,0.0,3,3,0,4,1
1.24,0.2518822724,0.0,3,2,5,4,0
1.07,0.6132785763,0.0,9,3,0,3,1
1.71,0.4024640657,0.0,12,4,1,4,1
3.39,0.4271047228,0.0,4,3,1,2,0
2.07,0.7008898015,0.0,9,2,2,4,0
1.48,0.0465434634,0.0,10,4,5,3,1
1.98,0.7802874743,0.0,3,1,4,2,0
1.3,0.2464065708,0.0,9,3,2,5,0
13.61,0.5859000684,0.0,2,1,0,2,0
0.0,0.5256673511,0.0,0,4,3,1,0
0.91,0.1149897331,200.0,3,3,1,1,1
0.62,0.9801505818,0.0,3,4,2,5,0
2.58,0.0109514031,0.0,9,1,1,5,0
1.02,0.3641341547,0.0,7,4,0,2,1
0.72,0.1533196441,0.0,3,4,0,4,0
1.76,0.2600958248,0.0,9,2,2,4,1
2.58,0.1642710472,0.0,10,3,4,3,0
1.64,0.2327173169,0.0,10,4,0,4,1
1.37,0.9609856263,0.0,9,4,2,3,0
1.48,0.462696783,0.0,12,3,3,1,1
0.92,0.2135523614,0.0,3,3,1,2,0
1.77,0.1040383299,0.0,9,2,0,4,1
1.19,0.5092402464,0.0,9,3,0,2,0
0.95,0.7748117728,885.84999847,9,4,2,5,1
1.19,0.167008898,0.0,9,2,0,2,1
1.45,0.2710472279,0.0,11,3,4,3,1
2.099,0.9993155373,0.0,3,1,2,3,0
2.66,0.1040383299,0.0,10,1,2,3,0
0.95,0.6680355921,0.0,9,4,0,4,0
1.24,0.3312799452,0.0,9,3,1,3,1
0.39,0.8213552361,0.0,3,4,1,3,0
0.67,0.1478439425,0.0,3,3,3,4,0
2.89,0.629705681,0.0,10,1,2,4,0
3.1,0.167008898,0.0,10,1,1,2,1
2.23,0.0821355236,0.0,9,2,2,6,1
1.2,0.0027378508,0.0,12,4,4,2,1
1.41,0.205338809,0.0,3,1,0,3,0
1.62,0.8268309377,0.0,3,3,0,5,1
1.39,0.7063655031,0.0,3,1,2,3,0
4.95,0.8131416838,0.0,10,3,0,3,1
1.75,0.1040383299,0.0,3,1,2,6,0
0.57,0.9089664613,0.0,7,4,2,1,0
0.92,0.6926762491,0.0,3,3,0,4,0
1.61,0.4599589322,0.0,10,4,2,2,0
0.79,0.4982888433,554.77999973,3,3,2,3,0
2.37,0.4845995893,0.0,10,3,0,4,1
1.31,0.9719370294,0.0,3,1,4,5,0
2.76,0.0821355236,0.0,11,2,3,3,1
1.45,0.9637234771,0.0,12,3,0,1,1
1.22,0.9418206708,0.0,10,4,1,2,1
1.29,0.4161533196,0.0,9,3,1,3,0
1.41,0.6269678302,0.0,9,3,0,6,1
1.34,0.2765229295,0.0,3,2,1,2,1
5.46,0.2929500342,0.0,10,1,4,2,1
1.83,0.9993155373,0.0,10,4,2,4,0
1.67,0.6242299795,0.0,9,2,2,6,0
0.21,0.2902121834,0.0,3,4,1,6,1
1.73,0.0109514031,0.0,3,1,2,3,0
1.02,0.4188911704,0.0,3,3,2,1,1
0.48,0.5393566051,0.0,3,4,2,5,0
2.33,0.3367556468,0.0,6,3,2,5,0
0.97,0.2710472279,0.0,9,3,0,4,1
1.81,0.090349076,0.0,9,1,1,5,1
3.5,0.8213552361,0.0,2,4,0,6,1
2.2,0.6516084873,0.0,10,3,2,3,0
1.31,0.7912388775,0.0,3,2,1,1,0
1.03,0.1341546886,0.0,3,3,3,1,0
1.39,0.4490075291,0.0,9,3,0,4,1
0.71,0.167008898,0.0,3,3,1,2,1
4.37,0.4216290212,0.0,10,1,0,5,0
4.7,0.6899383984,0.0,10,1,2,3,0
2.01,0.681724846,0.0,4,3,5,4,1
1.79,0.8569472964,0.0,10,4,0,3,1
4.48,0.1943874059,0.0,10,1,2,4,0
0.36,0.1095140315,0.0,3,4,4,3,1
0.82,0.4791238877,0.0,9,3,0,2,0
0.35,0.9527720739,0.0,9,4,0,6,1
1.1,0.3805612594,0.0,3,4,4,5,0
1.76,0.3997262149,0.0,3,2,2,3,0
0.9,0.4654346338,0.0,3,3,1,4,0
0.44,0.643394935,6245.4499969,11,4,2,3,0
1.34,0.386036961,0.0,11,4,2,2,1
0.35,0.8980150582,0.0,9,4,1,3,1
5.97,0.8377823409,0.0,9,1,0,2,0
4.78,0.9883641342,565.92999935,10,1,0,3,1
2.099,0.9993155373,0.0,9,1,1,4,0
1.88,0.7310061602,0.0,4,3,5,2,0
1.66,0.1697467488,0.0,10,4,5,4,0
2.99,0.9938398357,0.0,9,1,1,5,1
2.12,0.810403833,0.0,9,1,2,2,0
1.42,0.1341546886,200.0,9,3,1,4,1
1.06,0.7885010267,0.0,10,3,0,2,1
2.13,0.8624229979,0.0,4,2,1,3,0
3.649,0.3696098563,0.0,10,1,0,1,1
1.37,0.0657084189,0.0,10,4,5,3,0
4.5,0.4024640657,0.0,10,1,4,2,0
1.14,0.5393566051,0.0,10,4,2,3,1
0.97,0.7885010267,0.0,3,3,0,5,1
